10007898-slipstream|Alissa Wilkinson|Paste Magazine|F|Slipstream meanders into some lucidity by film's end, but it remains difficult to determine if it's a work born of genius or madness. The decision lies with the viewer.|NA|April 12, 2016|N,,,,,
10007898-slipstream|Melissa Anderson|Time Out|R||1/5|November 17, 2011|Y,,,,,,
10007898-slipstream|Jeffrey M. Anderson|Combustible Celluloid|R|Alternately interesting and unwatchable.|NA|February 29, 2008|N,,,,,,
10007898-slipstream|Brandon Fibbs|BrandonFibbs.com|R|Slipstream is utterly unwatchable. I hated every minute of it.|0/10|February 28, 2008|N,,,,,,
10007898-slipstream|Blake French|Filmcritic.com|R|A Hopkins personal vanity project|3/5|November 9, 2007|N,,,,,,
10007898-slipstream|Peter Sobczynski|eFilmCritic.com|F||4/5|October 29, 2007|N,,,,,,
10007898-slipstream|Frederic and Mary Ann Brussat|Spirituality & Practice|R|A miserable mess of a stream-of-consciousness movie.|1/5|October 28, 2007|N,,,,,,
10007898-slipstream|Amber Wilkinson|Eye for Film|R|What would have perhaps made an excellent short subject becomes a cumbersome, confusing and deeply unsatisfying mess of a vanity project.|1.5/5|October 28, 2007|N,,,,,
10007898-slipstream|MaryAnn Johanson|Flick Filosopher|F|[S]o fascinating a failure that it's worth seeing...|NA|October 26, 2007|N,,,,,,
10007898-slipstream|Maitland McDonagh|TV Guide|R|If not exactly dull, Hopkins' stream-of-consciousness rant is nonetheless self-indulgent and crammed with bits of business that never add up to anything much.|2/4|October 26, 2007|N,,,,,
10007898-slipstream|Steven Boone|Newark Star-Ledger|R|Slipstream ultimately winds up an avant-garde film that just ain't all that avant.|NA|October 26, 2007|Y,,,,,,
10007898-slipstream|Kyle Smith|New York Post|R|At 96 minutes, this vanity/insanity project runs a bit long; five minutes would have been plenty.|1.5/4|October 26, 2007|Y,,,,,
10007898-slipstream|Carina Chocano|Los Angeles Times|R|Slipstream is an experiment in visual stream-of-consciousness, but stream-of-consciousness fares better as a literary form than a cinematic one.|2/5|October 26, 2007|Y,,,,,
10007898-slipstream|Bob Strauss|Los Angeles Daily News|R|Anthony Hopkins wrote and directed Slipstream. It's a free-form, surreal meditation on stuff that, evidently, popped into Hopkins' head while he was writing.|1/4|October 26, 2007|N,,,
10007898-slipstream|Daniel Eagan|Film Journal International|R|Has one trick up its sleeve, and once that trick is revealed, the film collapses in on itself in a manner that will irritate more viewers than it intrigues.|NA|October 26, 2007|N,,,,
10007898-slipstream|Josh Larsen|Sun Publications (Chicago, IL)|R|...makes you long for a pretentious, arty student short. Because those are only about eight minutes long.|1/4|October 26, 2007|N,,,,
10007898-slipstream|Roger Ebert|Chicago Sun-Times|F|Leave it to a 69-year-old actor to make the year's most experimental film.|3/4|October 26, 2007|Y,,,,,,
10007898-slipstream|Stephen Holden|New York Times|R|Slipstream is Anthony Hopkins's third film as a director and his first as a quasi-avant-garde filmmaker working well outside the mainstream.|2.5/5|October 26, 2007|Y,,,,,,
"10007898-slipstream|Annlee Ellingson|Boxoffice Magazine|R|""If consummate thespian Anthony Hopkins downplays", even dismisses," discussions about the """"craft"""" of acting", then Slipstream, only the second film he's directed," betrays evidence that it's a subject to which he's nevertheless given a lot of thought.""|NA|October 25", 2007|N,
10007898-slipstream|Noel Murray|AV Club|R|Either one of the most self-indulgent vanity projects in the history of the Hollywood star system, or a rare revealing look at a distinguished actor who usually keeps his real self out of the spotlight.|D|October 25, 2007|Y,,,,,
10007898-slipstream|Sid Smith|Chicago Tribune|R|Slipstream is bold, experimental, off-the-wall kicky and utterly exasperating.|2/4|October 25, 2007|Y,,,,
10007898-slipstream|Prairie Miller|Long Island Press|R|Stylish attempt at Hopkins visualizing post-traumatic Hollywood syndrome, but there should be a rule that movies helmed by movie stars turned directors need to come with some sort of equivalent of the Surgeon General warning label.|NA|October 25, 2007|N,,,,,
