invasion|Richard Propes|TheIndependentCritic.com|R|It's a safe bet that The Invasion will be invading local video stores in the not so distant future.|1.5/4.0|September 12, 2020|N
invasion|Nick Pinkerton|Stop Smiling|R|"As straight-ahead, propulsive, reptilian-brain action, it ""works"" as often as not. But it's unworthy to stand with its predecessors."|NA|December 12, 2015|N
invasion|Geoff Berkshire|Metromix.com|F|Even with its flaws The Invasion is still eerie, provocative and a solid showcase for Kidman.|3.5/5|January 24, 2012|N
invasion|Nell Minow|Movie Mom|R||D|January 24, 2012|N
invasion|Cliff Doerksen|Time Out|R||1/5|November 18, 2011|Y
invasion|Peter Sobczynski|eFilmCritic.com|F||4/5|April 4, 2011|N
invasion|Joshua Starnes|ComingSoon.net|R|The Invasion is too solidly crafted to be genuinely bad film, but it completely fails to grip as a thriller.|6/10|March 27, 2011|N
invasion|Matthew Pejkovic|Matt's Movie Reviews|R|There are some nice shocks to be had, but not enough to stop viewers from falling asleep, which is ironic considering that staying awake is an essential plot point for Kidman's character.|2.5/5|July 6, 2010|N
invasion|Steve Newton|Georgia Straight|F|As ridiculous as The Invasion gets, its competent acting, fast pace, and campy B-movie vibe keep you weirdly transfixed against your better judgment.|3/5|July 6, 2010|N
invasion|Fernando F. Croce|CinePassion|R|Shoddy and soulless|NA|August 27, 2009|N
invasion|Felix Vasquez Jr.|Cinema Crazed|R|The aliens make it so plainly obvious to their intentions that it'd be ridiculous not to notice what was happening with their landing on Earth...|2/4|October 6, 2008|N
invasion|Heather Huntington|ReelzChannel.com|F|Taken as a more popcorn-y sci-fi flick with a cool look, a tense, creepy feel, and uncommonly handsome leads giving above-average-for-the-genre performances, however, The Invasion is perfectly entertaining.|6/10|August 27, 2008|N
invasion|Jonathan Kiefer|Sacramento News & Review|R||2/5|August 7, 2008|N
invasion|Sean Gandert|Paste Magazine|R|There are worse ways to spend an hour and a half than staring mindlessly at a movie's impossibly beautiful cast, but there are plenty of better ones as well.|NA|July 31, 2008|N
invasion|Adam Tobias|Watertown Daily Times|R|The Invasion is the fourth and most recent big screen adaptation of Jack Finney's 1955 science fiction novel The Body Snatchers, and hopefully it will be the last.|1.5/5|July 22, 2008|N
invasion|Steve Biodrowski|ESplatter|R|Fails to live up to its own aspirations, undermined by misguided attempts to enliven the action with car wrecks and explosions.|NA|July 14, 2008|N
invasion|Brian Holcomb|Beyond Hollywood|R|This has to be the lamest alien invasion movie since the killer tomatoes attacked.|NA|April 19, 2008|N
invasion|David Nusair|Reel Film Reviews|F|The incredibly erratic structure - undoubtedly a result of the notorious reshoots - ultimately dulls the impact of the movie's overtly effective attributes...|2.5/4|April 10, 2008|N
invasion|Jeff Bayer|The Scorecard Review|R|Treat yourself to the Donald Sutherland version, plus, his perm is more frightening than anything that happens in Invasion.|4/10|March 3, 2008|N
invasion|Brandon Fibbs|Colorado Springs Gazette|R|Somewhere in The Invasion is a good movie scratching to get out.|4/10|February 28, 2008|N
invasion|JoBlo|JoBlo's Movie Network|F||6/10|February 8, 2008|N
invasion|Christian Toto|Washington Times|R|The Invasion saps all the spirit out of what once was a classic alien saga.|2/4|January 30, 2008|N
invasion|John J. Puccio|Movie Metropolis|R|The Invasion moves in too many conventional directions, its unwillingness to take chances proving its ultimate downfall.|6/10|January 17, 2008|N
invasion|Pablo Villaça|Cinema em Cena|R|Reflete a impassividade de seus vilões, já que desenvolve sua narrativa potencialmente tensa de maneira insossa e pouco envolvente.|2/5|January 16, 2008|N
invasion|Janos Gereben|Entertainment Insiders|R|The film as a whole is a failure, but additionally, it's also a mess of unedited or badly edited scenes.|1/4|November 8, 2007|N
invasion|James O'Ehley|Sci-Fi Movie Page|R|Depressing proof of how Hollywood movies have just grown worse since the 1970's . . .|NA|November 5, 2007|N
invasion|Jeffrey Westhoff|Northwest Herald (Crystal Lake, IL)|R|The Invasion is filled with lapses in logic. Most sense probably was cut during the many re-edits, but there is evidence Dave Kajganich's script had little sense to begin with.|1.5/4|November 1, 2007|N
