
signal|David Edelstein|New York Magazine/Vulture|R|The schlock-horror signal in which they've been bathed makes them believe that their grindhouse misogyny is the human condition.|NA|October 17, 2018|Y
signal|Joshua Rothkopf|Time Out|F||3/5|November 17, 2011|Y
signal|Dave White|Movies.com|F||4.5/5|April 4, 2011|N
signal|David Nusair|Reel Film Reviews|R|...suffers from an increasingly uneven sensibility that ultimately becomes oppressive...|1.5/4|May 1, 2009|N
signal|Anton Bitel|Eye for Film|F|Funny, terrifying and haunting all at once, this tripartite vision of postmodern alienation, societal breakdown and mental disintegration is as arresting as a baseball bat to the head - while still cutting to the heart.|NA|April 8, 2009|N
signal|J. R. Jones|Chicago Reader|F|[A] cagey low-budget horror flick.|NA|December 17, 2008|Y
signal|Pablo Villaça|Cinema em Cena|R|Esforçando-se ao máximo para alcançar o equilíbrio entre gore e paródia que transformou Uma Noite Alucinante em cult, esta bomba torna-se risível apenas pela incompetência generalizada com que foi realizada.|1/5|September 8, 2008|N
signal|Austin Kennedy|Sin Magazine|R|It's definitely an interesting premise and the three filmmakers almost pull it off, but the last ten minutes were a bit of a disappointment to me.|2.5/4|July 22, 2008|N
signal|Steve Biodrowski|ESplatter|F|This is much more than a typical genre piece; it's a sort of hip, almost punk, combination of drama, science-fiction and horror.|NA|July 15, 2008|N
signal|Brian Holcomb|CinemaBlend|F|"The film is both an impressive ""calling card"" work for the filmmakers and a failure as an actual film."|3/5|June 15, 2008|N
signal|Prairie Miller|NewsBlaze|R|A bloody banquet of excessive, tasteless gore, but with an odd infusion of unsavory humor that never meshes with the horror. Think fatal car crash with a laugh track.|NA|June 13, 2008|N
signal|Kevin McCarthy|WJFK-FM (CBS Radio)|F|"All I kept writing down in my notes during the movie was ""gruesome"" ""I can't breathe"" ""My stomach is in knots."""|4.5/5|June 1, 2008|N
signal|Brad Miska|Bloody Disgusting|F|In the end THE SIGNAL will burn it's transmission into your brain and leave you with an impression that will never go away. This is that film that leaves you with that special glow (yes, kind of like after sex), the smile that doesn't fade and the convers|4/5|April 17, 2008|N
signal|Andy Klein|Los Angeles CityBeat|F|For a soup overseen by three cooks, the whole works reasonably well, with some pretty complex interlocking, A must for fans of nonlinear storytelling.|NA|March 13, 2008|N
signal|Marlow Stern|Manhattan Movie Magazine|R|tone shifts awkwardly to a Shaun of the Dead-meets-Fido-style satirical commentary on domestic life|3/5|March 6, 2008|N
signal|Beth Accomando|KPBS.org|F|The Signal reveals killer horrors skills on the part of Bruckner, and to a lesser extent of Gentry and Bush. So if you don't mind a film that starts strong and finishes weak, check it out.|5/10|March 1, 2008|N
signal|Tim Brayton|Antagony & Ecstasy|F|It's a pity that the film isn't a little bit better, to really do the concept justice. It's not a bad movie...but it's not at all good in the ways that you'd hope.|7/10|February 29, 2008|N
signal|Tricia Olszewski|Let's Not Listen|R|You, too, may be feeling violently angry by the time the movie ends. Did the writers-directors sprinkle their reels with the script's airwave-riding rage-ohol? Nope: The Signal just sucks.|NA|February 29, 2008|N
signal|Amy Nicholson|I.E. Weekly|R|It's all screwball fun until someone gets bugsprayed down the throat.|C|February 29, 2008|Y
signal|Brandon Fibbs|BrandonFibbs.com|F|The perversely funny, consistently spooky and pornographically violent The Signal, is the first great cult hit of 2008.|8/10|February 28, 2008|N
death_of_a_president|Nancy Banks-Smith|Guardian|F|This beautifully made film was seamlessly woven with a warp of drama and a woof of newsreel. The drama to come made the newsreel of [George W.] Bush utterly gripping.|NA|February 27, 2020|Y
death_of_a_president|Fernando F. Croce|CinePassion|R|Easily the year's most useless picture|NA|August 28, 2009|N
death_of_a_president|Amy Nicholson|I.E. Weekly|F|Despite the audacious title and premise, Range doesn't aim to shock, but to unnerve|B|July 2, 2009|Y
death_of_a_president|Cole Smithey|ColeSmithey.com|R|"Beyond the feigned controversy stirred up by neocon zealots, ""Death of a President"" is nothing more than a high concept political hypothesis film that signals the futility of presidential assassination."|C|April 24, 2009|N
death_of_a_president|Jonathan Kiefer|Sacramento News & Review|F|It is at least slick with technique -- or with a synthesis of techniques.|3/5|August 7, 2008|N
death_of_a_president|David Keyes|Cinemaphile.org|R|Without directly confronting the behaviors and attitudes associated with its theory, the movie leaves us with uncertainty, vacillation, and worst of all, emptiness.|2/4|September 21, 2007|N
death_of_a_president|Jason Gorber|Film Scouts|F|The talking head interviews and other elements make for an intelligent analysis of our reactions and prejudices about such a situation. A must see.|A|June 21, 2007|N
death_of_a_president|David Nusair|Reel Film Reviews|R|...even the extras are unconvincing...|1.5/4|June 4, 2007|N
death_of_a_president|Karina Montgomery|rec.arts.movies.reviews|F|OK, so, it's got balls and technical skills, but is it anything more than a stunt? Yes, yes it is.|5/5|March 29, 2007|N
death_of_a_president|Les Wright|culturevulture.net|F|There is little of the fall of the Twin Towers trauma, but much of All the President's Men here. That this film's buzz has launched such vitriol and condemnation is not surprising. Range's film exposes wider audiences to some basic truths of our times.|NA|March 27, 2007|N
death_of_a_president|Prairie Miller|WBAI Web Radio|R|Bush weepie takes all sides and none.|NA|March 21, 2007|N
death_of_a_president|Frank Lovece|Film Journal International|F|It's hard to imagine anyone without a political agenda who can walk away from this serious, sober and impeccably respectful film and get agitated about it on its merits.|NA|March 1, 2007|N
